"studium_id";"typ_programu";"forma_studia";"datum_zahajeni";"datum_ukonceni";"rocnik";"studijni_stav";"studuje";"zamereni_id";"fakulta_id";"nazev_fakulty";"jazyk_vyuky";"ukonceni_zpusob";"platby_stav";"pruchod";"rok_maturity";"odkud_skola_kod"
"8393306";"B";"P";"2013-09-09";"2014-02-12";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"";"";"2013-01-01";"000082201"
"8393206";"B";"K";"2013-09-09";"2014-03-07";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"";"";"2011-01-01";"000077348"
"8393106";"B";"P";"2013-09-09";"2014-10-25";"2";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"";"";"2013-01-01";"999999999"
"8393006";"B";"P";"2013-09-09";"2017-02-15";"4";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"3";"";"2010-01-01";"108030598"
"8392906";"B";"P";"2013-09-09";"2014-02-13";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"";"";"2013-01-01";"000069027"
"8392806";"B";"P";"2013-09-09";"2015-03-12";"2";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"3";"";"2009-01-01";"000335398"
"8392706";"B";"P";"2013-09-09";"2014-03-06";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"";"";"2012-01-01";"000312835"
"8393906";"B";"P";"2013-09-09";"2014-07-09";"2";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"";"";"2013-01-01";"108001491"
"7833006";"B";"P";"2013-06-28";"2016-06-29";"3";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2013-01-01";"000335410"
"7832906";"B";"P";"2013-06-28";"2015-02-25";"2";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"";"";"2011-01-01";"600009491"
"7832806";"B";"P";"2013-06-28";"2014-10-09";"2";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"";"";"2013-01-01";"000068934"
"7832706";"B";"P";"2013-06-28";"2018-02-15";"5";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"3";"";"2012-01-01";"000335487"
"7832606";"B";"P";"2013-06-28";"2014-03-08";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"";"";"2006-01-01";"048161110"
"7832506";"B";"P";"2013-06-28";"2014-02-18";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"";"";"2013-01-01";"999999999"
"7832406";"B";"P";"2013-06-28";"2014-03-06";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"";"";"2013-01-01";"062690019"
"7832306";"B";"P";"2013-06-28";"2014-11-14";"2";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"";"";"2012-01-01";"999999999"
"7832206";"B";"P";"2013-06-28";"2014-04-07";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"";"";"2012-01-01";"999999999"
"7832106";"B";"K";"2013-06-28";"2014-03-05";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"3";"";"2002-01-01";"108028135"
"7832006";"B";"P";"2013-06-28";"2014-03-06";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"";"";"2012-01-01";"999999999"
"7831906";"B";"P";"2013-06-28";"2014-03-06";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"";"";"2013-01-01";"108047792"
"7831806";"B";"P";"2013-06-28";"2016-06-21";"3";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2013-01-01";"000335533"
"7831706";"B";"P";"2013-06-28";"2016-06-28";"3";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2012-01-01";"060103329"
"7831606";"B";"P";"2013-06-28";"2014-03-17";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"";"";"2011-01-01";"999999999"
"7831506";"B";"P";"2013-06-28";"2014-02-17";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"";"";"2013-01-01";"000638188"
"7831406";"B";"P";"2013-06-28";"2017-06-26";"4";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2012-01-01";"999999999"
"7831306";"B";"P";"2013-06-28";"2014-03-03";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"";"";"2007-01-01";"999999999"
"7831206";"B";"P";"2013-06-28";"2014-03-17";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"";"";"2010-01-01";"999999999"
"7831106";"B";"P";"2013-06-28";"2016-06-29";"3";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2013-01-01";"999999999"
"7831006";"B";"P";"2013-06-28";"2014-02-13";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"";"";"2013-01-01";"061357235"
"7798406";"B";"K";"2013-06-28";"2015-08-31";"3";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"3";"";"1998-01-01";"061388866"
"7798306";"B";"P";"2013-06-28";"2014-09-24";"2";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"";"";"2013-01-01";"999999999"
"7798206";"B";"P";"2013-06-28";"2014-02-14";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"";"";"2010-01-01";"999999999"
"7798106";"B";"P";"2013-06-28";"2018-06-19";"5";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"3";"";"2013-01-01";"061385476"
"7798006";"B";"P";"2013-06-28";"2014-03-06";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"";"";"2013-01-01";"000334677"
"7797906";"B";"K";"2013-06-28";"2015-08-31";"3";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"3";"";"2003-01-01";"000601896"
"7797806";"B";"P";"2013-06-28";"2014-03-10";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"";"";"2013-01-01";"130002097"
"7797706";"B";"P";"2013-06-28";"2014-10-08";"2";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"";"";"2013-01-01";"000077127"
"7797606";"B";"K";"2013-06-28";"2014-03-06";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"3";"";"2003-01-01";"600004741"
"7797506";"B";"P";"2013-06-28";"2014-09-03";"2";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"";"";"2013-01-01";"060076101"
"7797406";"B";"P";"2013-06-28";"2016-06-23";"3";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2013-01-01";"000068772"
"7797306";"B";"P";"2013-06-28";"2015-09-25";"3";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2013-01-01";"049625446"
"7797206";"B";"K";"2013-06-28";"2014-03-14";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"3";"";"2007-01-01";"102244995"
"7797106";"B";"P";"2013-06-28";"2014-02-07";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"";"";"2013-01-01";"999999999"
"7797006";"B";"K";"2013-06-28";"2014-10-08";"2";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"";"";"2010-01-01";"102692181"
"7796906";"B";"K";"2013-06-28";"2015-09-10";"3";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2013-01-01";"000666122"
"7796806";"B";"P";"2013-06-28";"2016-06-23";"3";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2013-01-01";"000335487"
"7796706";"B";"K";"2013-06-28";"2014-02-24";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"";"";"2011-01-01";"600004783"
"7830906";"B";"P";"2013-06-28";"2017-02-08";"4";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"3";"";"2010-01-01";"999999999"
"7830806";"B";"P";"2013-06-28";"2014-02-20";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"";"";"2011-01-01";"000401081"
"7830706";"B";"P";"2013-06-28";"2014-03-06";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"";"";"2013-01-01";"108047792"
"6262506";"B";"P";"2012-06-29";"2013-06-27";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"061924059"
"6262406";"B";"P";"2012-06-29";"2015-06-18";"3";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2012-01-01";"999999999"
"6262306";"B";"P";"2012-06-29";"2015-06-23";"3";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2012-01-01";"999999999"
"6262206";"B";"P";"2012-06-29";"2013-03-07";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2012-01-01";"999999999"
"6262106";"B";"P";"2012-06-29";"2013-10-18";"2";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2012-01-01";"061924059"
"6262006";"B";"P";"2012-06-29";"2013-02-14";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"000082147"
"6261906";"B";"P";"2012-06-29";"2013-03-11";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2011-01-01";"060650486"
"6261806";"B";"P";"2012-06-29";"2013-05-07";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"000087297"
"6261706";"B";"P";"2012-06-29";"2012-12-21";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"061924059"
"6261606";"B";"P";"2012-06-29";"2013-06-27";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2011-01-01";"999999999"
"6261506";"B";"P";"2012-06-29";"2014-07-02";"3";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"108001342"
"6261406";"B";"P";"2012-06-29";"2015-06-17";"3";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2012-01-01";"102454299"
"6261306";"B";"P";"2012-06-29";"2013-03-28";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2012-01-01";"000638374"
"6261206";"B";"K";"2012-06-29";"2013-03-13";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2011-01-01";"049232886"
"6261106";"B";"P";"2012-06-29";"2015-08-31";"4";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2012-01-01";"000367753"
"6261006";"B";"P";"2012-06-29";"2015-06-17";"3";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2012-01-01";"060061863"
"6260906";"B";"P";"2012-06-29";"2015-06-17";"3";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2012-01-01";"060162961"
"6324106";"B";"P";"2012-06-29";"2015-06-16";"3";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2011-01-01";"108052940"
"6324006";"B";"P";"2012-06-29";"2013-03-05";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2011-01-01";"108001491"
"6323906";"B";"P";"2012-06-29";"2013-02-19";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2007-01-01";"666666666"
"6323806";"B";"P";"2012-06-29";"2013-01-29";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"000845329"
"6323706";"B";"P";"2012-06-29";"2015-06-24";"3";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2012-01-01";"049774301"
"6323606";"B";"P";"2012-06-29";"2016-06-28";"4";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2012-01-01";"045978298"
"6323506";"B";"P";"2012-06-29";"2012-12-12";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"130002046"
"6323406";"B";"P";"2012-06-29";"2013-07-11";"2";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2011-01-01";"151027358"
"6323306";"B";"P";"2012-06-29";"2013-09-08";"2";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"000638374"
"6323206";"B";"P";"2012-06-29";"2013-03-28";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2012-01-01";"060446234"
"6323106";"B";"P";"2012-06-29";"2013-03-07";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2012-01-01";"999999999"
"6323006";"B";"P";"2012-06-29";"2013-02-08";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"999999999"
"6322906";"B";"P";"2012-06-29";"2012-09-07";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"999999999"
"6284406";"B";"P";"2012-06-29";"2013-03-12";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2008-01-01";"061924059"
"6284306";"B";"P";"2012-06-29";"2014-06-23";"2";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"3";"";"2009-01-01";"061385701"
"6284206";"B";"P";"2012-06-29";"2013-03-08";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2012-01-01";"108001491"
"6284106";"B";"P";"2012-06-29";"2012-08-29";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2010-01-01";"108047792"
"6284006";"B";"P";"2012-06-29";"2014-07-02";"3";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"061664707"
"6283906";"B";"K";"2012-06-29";"2013-03-06";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2003-01-01";"108047792"
"6283806";"B";"P";"2012-06-29";"2015-06-22";"3";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2012-01-01";"049366629"
"6283706";"B";"P";"2012-06-29";"2016-02-09";"4";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2012-01-01";"049366629"
"6283606";"B";"P";"2012-06-29";"2012-07-12";"0";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"061664545"
"6283506";"B";"P";"2012-06-29";"2015-06-24";"3";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2012-01-01";"000069027"
"6282906";"B";"P";"2012-06-29";"2015-06-17";"3";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2012-01-01";"000081841"
"6282806";"B";"P";"2012-06-29";"2014-11-05";"3";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2012-01-01";"000076953"
"6282706";"B";"P";"2012-06-29";"2013-09-20";"2";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"000391107"
"6282606";"B";"P";"2012-06-29";"2013-02-11";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"000068837"
"6282506";"B";"P";"2012-06-29";"2015-02-10";"3";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"049778145"
"6282406";"B";"P";"2012-06-29";"2016-06-28";"4";"17";"K";"";"10";"Fakulta informačních technologií";"CS";"01";"0";"";"2012-01-01";"000081825"
"6282306";"B";"P";"2012-06-29";"2013-03-11";"1";"7";"K";"";"10";"Fakulta informačních technologií";"CS";"03";"0";"";"2012-01-01";"000638412"
"6264106";"B";"P";"2012-06-29";"2012-12-20";"1";"3";"K";"";"10";"Fakulta informačních technologií";"CS";"02";"0";"";"2012-01-01";"000583855"
